,reviews_username,name,rating
16094,ocie14,"Burt's Bees Lip Shimmer, Raisin",5.0
16095,judith,"Burt's Bees Lip Shimmer, Raisin",5.0
16096,gadgetgirl,"Burt's Bees Lip Shimmer, Raisin",5.0
16097,kimmi,"Burt's Bees Lip Shimmer, Raisin",5.0
16098,drums324,"Burt's Bees Lip Shimmer, Raisin",5.0
16099,cocoadesperate,"Burt's Bees Lip Shimmer, Raisin",5.0
16100,jolynn,"Burt's Bees Lip Shimmer, Raisin",5.0
16101,gramamarg,"Burt's Bees Lip Shimmer, Raisin",5.0
16102,stephytephy,"Burt's Bees Lip Shimmer, Raisin",5.0
16103,staceym,"Burt's Bees Lip Shimmer, Raisin",5.0
16104,aussied,"Burt's Bees Lip Shimmer, Raisin",5.0
16105,linda6,"Burt's Bees Lip Shimmer, Raisin",5.0
16106,candi,"Burt's Bees Lip Shimmer, Raisin",5.0
16107,kozie,"Burt's Bees Lip Shimmer, Raisin",5.0
16108,genk,"Burt's Bees Lip Shimmer, Raisin",5.0
16109,sunny1,"Burt's Bees Lip Shimmer, Raisin",5.0
16110,kate2217,"Burt's Bees Lip Shimmer, Raisin",5.0
16111,shelly70,"Burt's Bees Lip Shimmer, Raisin",5.0
16112,partlysunny221,"Burt's Bees Lip Shimmer, Raisin",5.0
16113,arizona,"Burt's Bees Lip Shimmer, Raisin",5.0
16114,shelbylynn,"Burt's Bees Lip Shimmer, Raisin",5.0
16115,beegirl67,"Burt's Bees Lip Shimmer, Raisin",5.0
16116,kiowakid,"Burt's Bees Lip Shimmer, Raisin",5.0
16117,caran52,"Burt's Bees Lip Shimmer, Raisin",5.0
16118,donothaveone,"Burt's Bees Lip Shimmer, Raisin",5.0
16119,mlkmade,"Burt's Bees Lip Shimmer, Raisin",5.0
16120,guzzy,"Burt's Bees Lip Shimmer, Raisin",5.0
16121,lwaxana48,"Burt's Bees Lip Shimmer, Raisin",5.0
16122,ang69,"Burt's Bees Lip Shimmer, Raisin",5.0
16123,hivehoney,"Burt's Bees Lip Shimmer, Raisin",5.0
16124,susie911,"Burt's Bees Lip Shimmer, Raisin",5.0
16125,molkol,"Burt's Bees Lip Shimmer, Raisin",5.0
16126,pamelajean,"Burt's Bees Lip Shimmer, Raisin",5.0
16127,canary1952,"Burt's Bees Lip Shimmer, Raisin",5.0
16128,fabsinspacecity,"Burt's Bees Lip Shimmer, Raisin",5.0
16129,ccala,"Burt's Bees Lip Shimmer, Raisin",5.0
16130,kelly,"Burt's Bees Lip Shimmer, Raisin",5.0
16131,dandelion,"Burt's Bees Lip Shimmer, Raisin",5.0
16132,teese,"Burt's Bees Lip Shimmer, Raisin",5.0
16133,mommyof1,"Burt's Bees Lip Shimmer, Raisin",5.0
16134,laurac,"Burt's Bees Lip Shimmer, Raisin",5.0
16135,3ringbandb,"Burt's Bees Lip Shimmer, Raisin",5.0
16136,joyful,"Burt's Bees Lip Shimmer, Raisin",5.0
16137,wendy,"Burt's Bees Lip Shimmer, Raisin",5.0
16138,sun2shine,"Burt's Bees Lip Shimmer, Raisin",5.0
16139,stephe,"Burt's Bees Lip Shimmer, Raisin",5.0
16140,armadillo,"Burt's Bees Lip Shimmer, Raisin",5.0
16141,goodbee,"Burt's Bees Lip Shimmer, Raisin",5.0
16142,maccafan,"Burt's Bees Lip Shimmer, Raisin",5.0
16143,stephthedealgirl,"Burt's Bees Lip Shimmer, Raisin",5.0
16144,ljo1954,"Burt's Bees Lip Shimmer, Raisin",5.0
16145,eling,"Burt's Bees Lip Shimmer, Raisin",5.0
16146,biku13,"Burt's Bees Lip Shimmer, Raisin",5.0
16147,laney,"Burt's Bees Lip Shimmer, Raisin",5.0
16148,catk,"Burt's Bees Lip Shimmer, Raisin",5.0
16149,muffingirl,"Burt's Bees Lip Shimmer, Raisin",5.0
16150,irishcow,"Burt's Bees Lip Shimmer, Raisin",5.0
16151,rana,"Burt's Bees Lip Shimmer, Raisin",5.0
16152,a7xmaddlove,"Burt's Bees Lip Shimmer, Raisin",5.0
16153,loriw77,"Burt's Bees Lip Shimmer, Raisin",5.0
16154,lobean,"Burt's Bees Lip Shimmer, Raisin",5.0
16155,jdwarren,"Burt's Bees Lip Shimmer, Raisin",5.0
16156,awbiegurl,"Burt's Bees Lip Shimmer, Raisin",5.0
16157,micaleigh,"Burt's Bees Lip Shimmer, Raisin",5.0
16158,tallyhd,"Burt's Bees Lip Shimmer, Raisin",5.0
16159,gracey0813,"Burt's Bees Lip Shimmer, Raisin",5.0
16160,tomschick,"Burt's Bees Lip Shimmer, Raisin",5.0
16161,lpants,"Burt's Bees Lip Shimmer, Raisin",5.0
16162,blueyz,"Burt's Bees Lip Shimmer, Raisin",5.0
16163,marchflower,"Burt's Bees Lip Shimmer, Raisin",5.0
16164,mom3,"Burt's Bees Lip Shimmer, Raisin",5.0
16165,sobegirl,"Burt's Bees Lip Shimmer, Raisin",5.0
16166,mama2korea,"Burt's Bees Lip Shimmer, Raisin",5.0
16167,clanker,"Burt's Bees Lip Shimmer, Raisin",5.0
16168,cindy395,"Burt's Bees Lip Shimmer, Raisin",5.0
16169,jb71,"Burt's Bees Lip Shimmer, Raisin",5.0
16170,utdawson,"Burt's Bees Lip Shimmer, Raisin",5.0
16171,jojo77,"Burt's Bees Lip Shimmer, Raisin",5.0
16172,ravensgirl,"Burt's Bees Lip Shimmer, Raisin",5.0
16173,sweetsal,"Burt's Bees Lip Shimmer, Raisin",5.0
16174,valt,"Burt's Bees Lip Shimmer, Raisin",5.0
16175,leelee78,"Burt's Bees Lip Shimmer, Raisin",5.0
16176,als4,"Burt's Bees Lip Shimmer, Raisin",5.0
16177,rosebella,"Burt's Bees Lip Shimmer, Raisin",5.0
16178,abbi,"Burt's Bees Lip Shimmer, Raisin",5.0
16179,mrsbuis,"Burt's Bees Lip Shimmer, Raisin",5.0
16180,lolabuny4444,"Burt's Bees Lip Shimmer, Raisin",5.0
16181,gypsymichele,"Burt's Bees Lip Shimmer, Raisin",5.0
16182,eastender,"Burt's Bees Lip Shimmer, Raisin",5.0
16183,rrobin3,"Burt's Bees Lip Shimmer, Raisin",5.0
16184,christy1976,"Burt's Bees Lip Shimmer, Raisin",5.0
16185,farmgirl,"Burt's Bees Lip Shimmer, Raisin",5.0
16186,loburton,"Burt's Bees Lip Shimmer, Raisin",5.0
16187,anaa19,"Burt's Bees Lip Shimmer, Raisin",5.0
16188,heirloommaters,"Burt's Bees Lip Shimmer, Raisin",5.0
16189,sadiemac4,"Burt's Bees Lip Shimmer, Raisin",5.0
16190,maryfromstlouis,"Burt's Bees Lip Shimmer, Raisin",5.0
16191,tonie,"Burt's Bees Lip Shimmer, Raisin",5.0
16192,nicanne,"Burt's Bees Lip Shimmer, Raisin",5.0
16193,teppys,"Burt's Bees Lip Shimmer, Raisin",5.0
16194,slem,"Burt's Bees Lip Shimmer, Raisin",5.0
16195,jkg2441,"Burt's Bees Lip Shimmer, Raisin",5.0
16196,dopeysa,"Burt's Bees Lip Shimmer, Raisin",5.0
16197,tigerfan,"Burt's Bees Lip Shimmer, Raisin",5.0
16198,quinnmomma,"Burt's Bees Lip Shimmer, Raisin",5.0
16199,mom24ks,"Burt's Bees Lip Shimmer, Raisin",5.0
16200,mzmocha318,"Burt's Bees Lip Shimmer, Raisin",5.0
16201,janni,"Burt's Bees Lip Shimmer, Raisin",5.0
16202,zina911,"Burt's Bees Lip Shimmer, Raisin",5.0
16203,rachelmehdi,"Burt's Bees Lip Shimmer, Raisin",5.0
16204,polly,"Burt's Bees Lip Shimmer, Raisin",5.0
16205,jessp77,"Burt's Bees Lip Shimmer, Raisin",5.0
16206,unbeelievable,"Burt's Bees Lip Shimmer, Raisin",5.0
16207,brandyb,"Burt's Bees Lip Shimmer, Raisin",5.0
16208,sayitisntsoooo,"Burt's Bees Lip Shimmer, Raisin",5.0
16209,cand,"Burt's Bees Lip Shimmer, Raisin",5.0
16210,lylac,"Burt's Bees Lip Shimmer, Raisin",5.0
16211,desrn,"Burt's Bees Lip Shimmer, Raisin",5.0
16212,6utefans,"Burt's Bees Lip Shimmer, Raisin",5.0
16213,burtsbees13,"Burt's Bees Lip Shimmer, Raisin",5.0
16214,mommy2threehpa,"Burt's Bees Lip Shimmer, Raisin",5.0
16215,cherbert,"Burt's Bees Lip Shimmer, Raisin",5.0
16216,lucky1,"Burt's Bees Lip Shimmer, Raisin",5.0
16217,tstark,"Burt's Bees Lip Shimmer, Raisin",5.0
16218,cboogo,"Burt's Bees Lip Shimmer, Raisin",5.0
16219,griffvan,"Burt's Bees Lip Shimmer, Raisin",5.0
16220,unity,"Burt's Bees Lip Shimmer, Raisin",5.0
16221,hyeran,"Burt's Bees Lip Shimmer, Raisin",5.0
16222,chic,"Burt's Bees Lip Shimmer, Raisin",5.0
16223,deaconlady,"Burt's Bees Lip Shimmer, Raisin",5.0
16224,jojoluvzearth,"Burt's Bees Lip Shimmer, Raisin",5.0
16225,buscat4,"Burt's Bees Lip Shimmer, Raisin",5.0
16226,mamashel,"Burt's Bees Lip Shimmer, Raisin",5.0
16227,bambi,"Burt's Bees Lip Shimmer, Raisin",5.0
16228,stella1021,"Burt's Bees Lip Shimmer, Raisin",5.0
16229,madi,"Burt's Bees Lip Shimmer, Raisin",5.0
16230,bellrbi,"Burt's Bees Lip Shimmer, Raisin",5.0
16231,marley,"Burt's Bees Lip Shimmer, Raisin",5.0
16232,citlali,"Burt's Bees Lip Shimmer, Raisin",5.0
16233,sunnyssn,"Burt's Bees Lip Shimmer, Raisin",5.0
16234,gracie,"Burt's Bees Lip Shimmer, Raisin",5.0
16235,oceanraine,"Burt's Bees Lip Shimmer, Raisin",5.0
16236,caroltennis,"Burt's Bees Lip Shimmer, Raisin",5.0
16237,stormy2013,"Burt's Bees Lip Shimmer, Raisin",5.0
16238,anerdnamedjen,"Burt's Bees Lip Shimmer, Raisin",5.0
16239,lmbb,"Burt's Bees Lip Shimmer, Raisin",5.0
16240,lonestargirl,"Burt's Bees Lip Shimmer, Raisin",5.0
16241,marty,"Burt's Bees Lip Shimmer, Raisin",5.0
16242,sunsetbridgegirl,"Burt's Bees Lip Shimmer, Raisin",5.0
16243,needmorecocoa,"Burt's Bees Lip Shimmer, Raisin",5.0
16244,pam37,"Burt's Bees Lip Shimmer, Raisin",5.0
16245,char,"Burt's Bees Lip Shimmer, Raisin",5.0
16246,bbuberfan,"Burt's Bees Lip Shimmer, Raisin",5.0
16247,needscocoa,"Burt's Bees Lip Shimmer, Raisin",5.0
16248,gwen413,"Burt's Bees Lip Shimmer, Raisin",5.0
16249,tmac,"Burt's Bees Lip Shimmer, Raisin",5.0
16250,lulubelledesigns,"Burt's Bees Lip Shimmer, Raisin",5.0
16251,tracya,"Burt's Bees Lip Shimmer, Raisin",5.0
16252,daveswife,"Burt's Bees Lip Shimmer, Raisin",5.0
16253,oliveyou416,"Burt's Bees Lip Shimmer, Raisin",5.0
16254,tvegasbetty,"Burt's Bees Lip Shimmer, Raisin",5.0
16255,outdoormama,"Burt's Bees Lip Shimmer, Raisin",5.0
16256,sweett,"Burt's Bees Lip Shimmer, Raisin",5.0
16257,sfox,"Burt's Bees Lip Shimmer, Raisin",5.0
16258,bee1,"Burt's Bees Lip Shimmer, Raisin",5.0
16259,maureen,"Burt's Bees Lip Shimmer, Raisin",5.0
16260,bbaddict,"Burt's Bees Lip Shimmer, Raisin",5.0
16261,caliheather,"Burt's Bees Lip Shimmer, Raisin",5.0
16262,zipflip,"Burt's Bees Lip Shimmer, Raisin",5.0
16263,yooper,"Burt's Bees Lip Shimmer, Raisin",5.0
16264,jerseygirl,"Burt's Bees Lip Shimmer, Raisin",5.0
16265,beeby,"Burt's Bees Lip Shimmer, Raisin",5.0
16266,cccc,"Burt's Bees Lip Shimmer, Raisin",5.0
16267,jensen,"Burt's Bees Lip Shimmer, Raisin",5.0
16268,akbrass,"Burt's Bees Lip Shimmer, Raisin",5.0
16269,batgirl,"Burt's Bees Lip Shimmer, Raisin",5.0
16270,honeysuckle,"Burt's Bees Lip Shimmer, Raisin",5.0
16271,modiddley,"Burt's Bees Lip Shimmer, Raisin",5.0
16272,aret21,"Burt's Bees Lip Shimmer, Raisin",5.0
16273,doglover,"Burt's Bees Lip Shimmer, Raisin",5.0
16274,marebear,"Burt's Bees Lip Shimmer, Raisin",5.0
16275,peppy,"Burt's Bees Lip Shimmer, Raisin",5.0
16276,evalution,"Burt's Bees Lip Shimmer, Raisin",5.0
16277,chris625,"Burt's Bees Lip Shimmer, Raisin",5.0
16278,bee797,"Burt's Bees Lip Shimmer, Raisin",5.0
16279,robinjbr,"Burt's Bees Lip Shimmer, Raisin",5.0
16280,kokopelli,"Burt's Bees Lip Shimmer, Raisin",5.0
16281,minty,"Burt's Bees Lip Shimmer, Raisin",5.0
16282,jsaucedo,"Burt's Bees Lip Shimmer, Raisin",5.0
16283,chance,"Burt's Bees Lip Shimmer, Raisin",5.0
16284,anonymousgirl,"Burt's Bees Lip Shimmer, Raisin",5.0
16285,lambonita,"Burt's Bees Lip Shimmer, Raisin",5.0
16286,dawnchild,"Burt's Bees Lip Shimmer, Raisin",5.0
16287,castle5,"Burt's Bees Lip Shimmer, Raisin",5.0
16288,margarita805,"Burt's Bees Lip Shimmer, Raisin",5.0
16289,shellyf,"Burt's Bees Lip Shimmer, Raisin",5.0
16290,maya,"Burt's Bees Lip Shimmer, Raisin",5.0
16291,photobaugh,"Burt's Bees Lip Shimmer, Raisin",5.0
16292,denverprincessaj,"Burt's Bees Lip Shimmer, Raisin",5.0
16293,bebesmom,"Burt's Bees Lip Shimmer, Raisin",5.0
16294,kk1016,"Burt's Bees Lip Shimmer, Raisin",5.0
16295,bananabre,"Burt's Bees Lip Shimmer, Raisin",5.0
16296,magickcoco99,"Burt's Bees Lip Shimmer, Raisin",5.0
16297,cookie888,"Burt's Bees Lip Shimmer, Raisin",5.0
16298,crazyforcocoa,"Burt's Bees Lip Shimmer, Raisin",5.0
16299,michellej,"Burt's Bees Lip Shimmer, Raisin",5.0
16300,stump,"Burt's Bees Lip Shimmer, Raisin",5.0
16301,mouse,"Burt's Bees Lip Shimmer, Raisin",5.0
16302,bdubs,"Burt's Bees Lip Shimmer, Raisin",5.0
16303,burkolator,"Burt's Bees Lip Shimmer, Raisin",5.0
16304,seattlemom,"Burt's Bees Lip Shimmer, Raisin",5.0
16305,livingdoll,"Burt's Bees Lip Shimmer, Raisin",5.0
16306,kathies,"Burt's Bees Lip Shimmer, Raisin",5.0
16307,sassy96,"Burt's Bees Lip Shimmer, Raisin",5.0
16308,cocoacrazy,"Burt's Bees Lip Shimmer, Raisin",5.0
16309,blondielou,"Burt's Bees Lip Shimmer, Raisin",5.0
16310,disy,"Burt's Bees Lip Shimmer, Raisin",5.0
16311,crochetqueen,"Burt's Bees Lip Shimmer, Raisin",5.0
16312,kbalzart,"Burt's Bees Lip Shimmer, Raisin",5.0
16313,cleanse,"Burt's Bees Lip Shimmer, Raisin",5.0
16314,kathryn,"Burt's Bees Lip Shimmer, Raisin",5.0
16315,sunshine96,"Burt's Bees Lip Shimmer, Raisin",5.0
16316,rnmom,"Burt's Bees Lip Shimmer, Raisin",5.0
16317,mariandesigns,"Burt's Bees Lip Shimmer, Raisin",5.0
16318,nursekaren,"Burt's Bees Lip Shimmer, Raisin",5.0
16319,peanut,"Burt's Bees Lip Shimmer, Raisin",5.0
16320,godsgirl82,"Burt's Bees Lip Shimmer, Raisin",5.0
16321,senorab,"Burt's Bees Lip Shimmer, Raisin",5.0
16322,bobbe,"Burt's Bees Lip Shimmer, Raisin",5.0
16323,canchaser,"Burt's Bees Lip Shimmer, Raisin",5.0
16324,upsetnutmeg,"Burt's Bees Lip Shimmer, Raisin",5.0
16325,janetmaries,"Burt's Bees Lip Shimmer, Raisin",5.0
16326,nicoke,"Burt's Bees Lip Shimmer, Raisin",5.0
16327,sporty,"Burt's Bees Lip Shimmer, Raisin",5.0
16328,kcarr,"Burt's Bees Lip Shimmer, Raisin",5.0
16329,katnip,"Burt's Bees Lip Shimmer, Raisin",5.0
16330,merl,"Burt's Bees Lip Shimmer, Raisin",5.0
16331,tinydancer,"Burt's Bees Lip Shimmer, Raisin",5.0
16332,shellzie,"Burt's Bees Lip Shimmer, Raisin",5.0
16333,beesknees12,"Burt's Bees Lip Shimmer, Raisin",5.0
16334,sadie,"Burt's Bees Lip Shimmer, Raisin",5.0
16335,texasgranny,"Burt's Bees Lip Shimmer, Raisin",5.0
16336,kristinlyn,"Burt's Bees Lip Shimmer, Raisin",5.0
16337,bosstiger,"Burt's Bees Lip Shimmer, Raisin",5.0
16338,dessertindulgence,"Burt's Bees Lip Shimmer, Raisin",5.0
16339,jenniferb,"Burt's Bees Lip Shimmer, Raisin",5.0
16340,backy,"Burt's Bees Lip Shimmer, Raisin",5.0
16341,beeda,"Burt's Bees Lip Shimmer, Raisin",5.0
16342,20crafter16,"Burt's Bees Lip Shimmer, Raisin",5.0
16343,sister,"Burt's Bees Lip Shimmer, Raisin",5.0
16344,xena,"Burt's Bees Lip Shimmer, Raisin",5.0
16345,hawkeyefan,"Burt's Bees Lip Shimmer, Raisin",5.0
16346,annetxrn,"Burt's Bees Lip Shimmer, Raisin",5.0
16347,loulou56,"Burt's Bees Lip Shimmer, Raisin",5.0
16348,terribow,"Burt's Bees Lip Shimmer, Raisin",5.0
16349,maofaanda,"Burt's Bees Lip Shimmer, Raisin",5.0
16350,imisscocoa,"Burt's Bees Lip Shimmer, Raisin",5.0
16351,sue1231,"Burt's Bees Lip Shimmer, Raisin",5.0
16352,jezica,"Burt's Bees Lip Shimmer, Raisin",5.0
16353,kathie,"Burt's Bees Lip Shimmer, Raisin",5.0
16354,lbbg,"Burt's Bees Lip Shimmer, Raisin",5.0
16355,honeys0sw33t,"Burt's Bees Lip Shimmer, Raisin",5.0
16356,harley619,"Burt's Bees Lip Shimmer, Raisin",5.0
16357,kingsdaughter,"Burt's Bees Lip Shimmer, Raisin",5.0
16358,tutukitteh,"Burt's Bees Lip Shimmer, Raisin",5.0
16359,peachkoblerpie,"Burt's Bees Lip Shimmer, Raisin",5.0
16360,specialk1960,"Burt's Bees Lip Shimmer, Raisin",5.0
16361,harv,"Burt's Bees Lip Shimmer, Raisin",5.0
16362,jewels,"Burt's Bees Lip Shimmer, Raisin",5.0
16363,larpov,"Burt's Bees Lip Shimmer, Raisin",5.0
16364,clearwatergal,"Burt's Bees Lip Shimmer, Raisin",5.0
16365,rosiekitty,"Burt's Bees Lip Shimmer, Raisin",5.0
16366,tudie,"Burt's Bees Lip Shimmer, Raisin",5.0
16367,diraintree,"Burt's Bees Lip Shimmer, Raisin",5.0
16368,hillary,"Burt's Bees Lip Shimmer, Raisin",5.0
16369,unipuma22,"Burt's Bees Lip Shimmer, Raisin",5.0
16370,leeleeltd,"Burt's Bees Lip Shimmer, Raisin",5.0
16371,shelby,"Burt's Bees Lip Shimmer, Raisin",5.0
16372,lisalisa,"Burt's Bees Lip Shimmer, Raisin",5.0
16373,arcticblond,"Burt's Bees Lip Shimmer, Raisin",5.0
16374,teastoocool,"Burt's Bees Lip Shimmer, Raisin",5.0
16375,mamom,"Burt's Bees Lip Shimmer, Raisin",5.0
16376,vicki,"Burt's Bees Lip Shimmer, Raisin",5.0
16377,greengrace,"Burt's Bees Lip Shimmer, Raisin",5.0
16378,avantgardenia,"Burt's Bees Lip Shimmer, Raisin",5.0
16379,cupid,"Burt's Bees Lip Shimmer, Raisin",5.0
16380,lisasheila,"Burt's Bees Lip Shimmer, Raisin",5.0
16381,1cocoafan,"Burt's Bees Lip Shimmer, Raisin",5.0
16382,beachbabyt,"Burt's Bees Lip Shimmer, Raisin",5.0
16383,chellebelly,"Burt's Bees Lip Shimmer, Raisin",5.0
16384,ninav,"Burt's Bees Lip Shimmer, Raisin",5.0
16385,misslivia,"Burt's Bees Lip Shimmer, Raisin",5.0
16386,fancykl,"Burt's Bees Lip Shimmer, Raisin",5.0
16387,phillygirl,"Burt's Bees Lip Shimmer, Raisin",5.0
16388,kaliea56,"Burt's Bees Lip Shimmer, Raisin",5.0
16389,kitch,"Burt's Bees Lip Shimmer, Raisin",5.0
16390,queenbee123,"Burt's Bees Lip Shimmer, Raisin",5.0
16391,coleandlivsmom,"Burt's Bees Lip Shimmer, Raisin",5.0
16392,tammylouwho,"Burt's Bees Lip Shimmer, Raisin",5.0
16393,thegrue,"Burt's Bees Lip Shimmer, Raisin",5.0
16394,elin,"Burt's Bees Lip Shimmer, Raisin",5.0
16395,joelynn,"Burt's Bees Lip Shimmer, Raisin",5.0
16396,blondolphn,"Burt's Bees Lip Shimmer, Raisin",5.0
16397,km21,"Burt's Bees Lip Shimmer, Raisin",5.0
16398,luvzburtsbees,"Burt's Bees Lip Shimmer, Raisin",5.0
16399,tamy,"Burt's Bees Lip Shimmer, Raisin",5.0
16400,jayvee,"Burt's Bees Lip Shimmer, Raisin",5.0
16401,ralderete1,"Burt's Bees Lip Shimmer, Raisin",5.0
16402,klarsen22,"Burt's Bees Lip Shimmer, Raisin",5.0
16403,swansod2,"Burt's Bees Lip Shimmer, Raisin",5.0
16404,katieb1960,"Burt's Bees Lip Shimmer, Raisin",5.0
16405,hope777believe,"Burt's Bees Lip Shimmer, Raisin",5.0
16406,hillkaylan,"Burt's Bees Lip Shimmer, Raisin",5.0
16407,militarybrat,"Burt's Bees Lip Shimmer, Raisin",5.0
16408,heatherartiste,"Burt's Bees Lip Shimmer, Raisin",5.0
16409,ogirl,"Burt's Bees Lip Shimmer, Raisin",5.0
16410,neesy,"Burt's Bees Lip Shimmer, Raisin",5.0
16411,lovebug,"Burt's Bees Lip Shimmer, Raisin",5.0
16412,aj345,"Burt's Bees Lip Shimmer, Raisin",5.0
16413,mello,"Burt's Bees Lip Shimmer, Raisin",5.0
16414,cocoalover,"Burt's Bees Lip Shimmer, Raisin",5.0
16415,dc828,"Burt's Bees Lip Shimmer, Raisin",5.0
16416,laurenp4beez,"Burt's Bees Lip Shimmer, Raisin",5.0
16417,srjo,"Burt's Bees Lip Shimmer, Raisin",5.0
16418,nightelectric,"Burt's Bees Lip Shimmer, Raisin",5.0
16419,vikingjen,"Burt's Bees Lip Shimmer, Raisin",5.0
16420,dagit,"Burt's Bees Lip Shimmer, Raisin",5.0
16421,knitbee,"Burt's Bees Lip Shimmer, Raisin",5.0
16422,galie,"Burt's Bees Lip Shimmer, Raisin",5.0
16423,mali,"Burt's Bees Lip Shimmer, Raisin",5.0
16424,judy,"Burt's Bees Lip Shimmer, Raisin",5.0
16425,chelly,"Burt's Bees Lip Shimmer, Raisin",5.0
16426,birkenmommy,"Burt's Bees Lip Shimmer, Raisin",5.0
16427,trust,"Burt's Bees Lip Shimmer, Raisin",5.0
16428,mrsc,"Burt's Bees Lip Shimmer, Raisin",5.0
16429,frofro,"Burt's Bees Lip Shimmer, Raisin",5.0
16430,cjpick,"Burt's Bees Lip Shimmer, Raisin",5.0
16431,fablips,"Burt's Bees Lip Shimmer, Raisin",5.0
16432,tera,"Burt's Bees Lip Shimmer, Raisin",5.0
16433,cocoalexandra,"Burt's Bees Lip Shimmer, Raisin",5.0
16434,naenae,"Burt's Bees Lip Shimmer, Raisin",5.0
16435,smacker,"Burt's Bees Lip Shimmer, Raisin",5.0
16436,taftsrn,"Burt's Bees Lip Shimmer, Raisin",5.0
16437,ducky,"Burt's Bees Lip Shimmer, Raisin",5.0
16438,salond,"Burt's Bees Lip Shimmer, Raisin",5.0
16439,supersensitiveskin,"Burt's Bees Lip Shimmer, Raisin",5.0
16440,shell67,"Burt's Bees Lip Shimmer, Raisin",5.0
16441,elisse,"Burt's Bees Lip Shimmer, Raisin",5.0
16442,budder,"Burt's Bees Lip Shimmer, Raisin",5.0
16443,kimm33,"Burt's Bees Lip Shimmer, Raisin",5.0
16444,northernnaturalist,"Burt's Bees Lip Shimmer, Raisin",5.0
16445,brendawg,"Burt's Bees Lip Shimmer, Raisin",5.0
16446,macysatx,"Burt's Bees Lip Shimmer, Raisin",5.0
16447,missitaly1989,"Burt's Bees Lip Shimmer, Raisin",5.0
16448,gabrielaidania,"Burt's Bees Lip Shimmer, Raisin",5.0
16449,patl,"Burt's Bees Lip Shimmer, Raisin",5.0
16450,christine,"Burt's Bees Lip Shimmer, Raisin",5.0
16451,carey7664,"Burt's Bees Lip Shimmer, Raisin",5.0
16452,modon,"Burt's Bees Lip Shimmer, Raisin",5.0
16453,christianne,"Burt's Bees Lip Shimmer, Raisin",5.0
16454,mlh1,"Burt's Bees Lip Shimmer, Raisin",5.0
16455,morocco59,"Burt's Bees Lip Shimmer, Raisin",5.0
16456,ashley29,"Burt's Bees Lip Shimmer, Raisin",5.0
16457,ladydeborah,"Burt's Bees Lip Shimmer, Raisin",5.0
16458,emmynet,"Burt's Bees Lip Shimmer, Raisin",5.0
16459,naturalcityslicker,"Burt's Bees Lip Shimmer, Raisin",5.0
16460,cmslbj6,"Burt's Bees Lip Shimmer, Raisin",5.0
16461,laxmom24,"Burt's Bees Lip Shimmer, Raisin",5.0
16462,sanr,"Burt's Bees Lip Shimmer, Raisin",5.0
16463,kippie,"Burt's Bees Lip Shimmer, Raisin",5.0
16464,pokeylady,"Burt's Bees Lip Shimmer, Raisin",5.0
16465,kimi66,"Burt's Bees Lip Shimmer, Raisin",5.0
16466,jackee,"Burt's Bees Lip Shimmer, Raisin",5.0
16467,kmparo,"Burt's Bees Lip Shimmer, Raisin",5.0
16468,deanna48,"Burt's Bees Lip Shimmer, Raisin",5.0
16469,freebee,"Burt's Bees Lip Shimmer, Raisin",5.0
16470,cassandra,"Burt's Bees Lip Shimmer, Raisin",5.0
16471,zowie,"Burt's Bees Lip Shimmer, Raisin",5.0
16472,jsuz1,"Burt's Bees Lip Shimmer, Raisin",5.0
16473,ilosh,"Burt's Bees Lip Shimmer, Raisin",5.0
16474,loam,"Burt's Bees Lip Shimmer, Raisin",5.0
16475,creativlilthing,"Burt's Bees Lip Shimmer, Raisin",5.0
16476,fictionwriter,"Burt's Bees Lip Shimmer, Raisin",5.0
16477,bibliosaurus,"Burt's Bees Lip Shimmer, Raisin",5.0
16478,spiffy,"Burt's Bees Lip Shimmer, Raisin",5.0
16479,only1steph,"Burt's Bees Lip Shimmer, Raisin",5.0
16480,dolphee,"Burt's Bees Lip Shimmer, Raisin",5.0
16481,kween,"Burt's Bees Lip Shimmer, Raisin",5.0
16482,herecomestreble,"Burt's Bees Lip Shimmer, Raisin",5.0
16483,ladybee,"Burt's Bees Lip Shimmer, Raisin",5.0
16484,susieq,"Burt's Bees Lip Shimmer, Raisin",5.0
16485,lmgreco,"Burt's Bees Lip Shimmer, Raisin",5.0
16486,minerva,"Burt's Bees Lip Shimmer, Raisin",5.0
16487,honeychick,"Burt's Bees Lip Shimmer, Raisin",5.0
16488,craftyb,"Burt's Bees Lip Shimmer, Raisin",5.0
16489,eddiey,"Burt's Bees Lip Shimmer, Raisin",5.0
16490,coyler,"Burt's Bees Lip Shimmer, Raisin",5.0
16491,lovedabees,"Burt's Bees Lip Shimmer, Raisin",5.0
16492,robyn,"Burt's Bees Lip Shimmer, Raisin",5.0
16493,sweetlz,"Burt's Bees Lip Shimmer, Raisin",5.0
16494,natrlbeeuty,"Burt's Bees Lip Shimmer, Raisin",5.0
16495,ziana,"Burt's Bees Lip Shimmer, Raisin",5.0
16496,andyelloww,"Burt's Bees Lip Shimmer, Raisin",5.0
16497,soulhippie,"Burt's Bees Lip Shimmer, Raisin",5.0
16498,kchip,"Burt's Bees Lip Shimmer, Raisin",5.0
16499,tlc09buzz,"Burt's Bees Lip Shimmer, Raisin",5.0
16500,jessg,"Burt's Bees Lip Shimmer, Raisin",5.0
16501,jans,"Burt's Bees Lip Shimmer, Raisin",5.0
